Variable Name	Variable Description	Data File Name	Data File Description	Begin Year	EndYear	Component	Use Constraints
URDUSBLC	Urinary Antimony Comment Code	UM_I	Metals - Urine	2015	2016	Laboratory	None
URDUSNLC	USN Comment Code	UM_I	Metals - Urine	2015	2016	Laboratory	None
URDUSRLC	USR Comment Code	UM_I	Metals - Urine	2015	2016	Laboratory	None
URDUTLLC	Urinary Thallium Comment Code	UM_I	Metals - Urine	2015	2016	Laboratory	None
URDUTULC	Urinary Tungsten Comment Code	UM_I	Metals - Urine	2015	2016	Laboratory	None
URDUURLC	Urinary Uranium Comment Code	UM_I	Metals - Urine	2015	2016	Laboratory	None
URXUBA	Barium, urine (ug/L)	UM_I	Metals - Urine	2015	2016	Laboratory	None
URXUCD	Cadmium, urine (ug/L)	UM_I	Metals - Urine	2015	2016	Laboratory	None
URXUCO	Cobalt, urine (ug/L)	UM_I	Metals - Urine	2015	2016	Laboratory	None
URXUCS	Cesium, urine (ug/L)	UM_I	Metals - Urine	2015	2016	Laboratory	None
URXUMN	Manganese, urine (ug/L)	UM_I	Metals - Urine	2015	2016	Laboratory	None
URXUMO	Molybdenum, urine (ug/L)	UM_I	Metals - Urine	2015	2016	Laboratory	None
URXUPB	Lead, urine (ug/L)	UM_I	Metals - Urine	2015	2016	Laboratory	None
URXUSB	Antimony, urine (ug/L)	UM_I	Metals - Urine	2015	2016	Laboratory	None
URXUSN	Tin, urine (ug/L)	UM_I	Metals - Urine	2015	2016	Laboratory	None
URXUSR	Strontium, urine (ug/L)	UM_I	Metals - Urine	2015	2016	Laboratory	None
URXUTL	Thallium, urine (ug/L)	UM_I	Metals - Urine	2015	2016	Laboratory	None
URXUTU	Tungsten, urine (ug/L)	UM_I	Metals - Urine	2015	2016	Laboratory	None
URXUUR	Uranium, urine (ug/L)	UM_I	Metals - Urine	2015	2016	Laboratory	None
WTSA2YR	Subsample A weights	UM_I	Metals - Urine	2015	2016	Laboratory	None
SEQN	Respondent sequence number	UIO_I	Iodine - Urine	2015	2016	Laboratory	None
URDUIOLC	Iodine, urine comment code	UIO_I	Iodine - Urine	2015	2016	Laboratory	None
URXUIO	Iodine, urine (ng/mL)	UIO_I	Iodine - Urine	2015	2016	Laboratory	None
WTSA2YR	Subsample A weights	UIO_I	Iodine - Urine	2015	2016	Laboratory	None
SEQN	Respondent sequence number	UHG_I	Mercury: Inorganic - Urine	2015	2016	Laboratory	None
URDUHGLC	Mercury, Urine Comment Code	UHG_I	Mercury: Inorganic - Urine	2015	2016	Laboratory	None
URXUHG	Urine Mercury (ng/mL)	UHG_I	Mercury: Inorganic - Urine	2015	2016	Laboratory	None
WTSA2YR	Subsample A weights	UHG_I	Mercury: Inorganic - Urine	2015	2016	Laboratory	None
LBD2DFLC	Blood 2,5-Dimethylfuran Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBD4CELC	Blood 1,1,1,2-Tetrachloroethane Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDV06LC	Blood Hexane Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDV07LC	Blood Heptane Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDV08LC	Blood Octane Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDV1DLC	Blood 1,2-Dichlorobenzene Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDV2ALC	Blood 1,2-Dichloroethane Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDV3BLC	Blood 1,3-Dichlorobenzene Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDV4CLC	Blood Tetrachloroethene Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVBFLC	Blood Bromoform Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVBMLC	Blood Bromodichloromethane Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVBZLC	Blood Benzene Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVC6LC	Blood Cyclohexane Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVCBLC	Blood Chlorobenzene Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVCFLC	Blood Chloroform Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVCMLC	Blood Dibromochloromethane Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVCTLC	Blood Carbon Tetrachloride Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVDBLC	Blood 1,4-Dichlorobenzene Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVDELC	Blood 1,2-Dibromoethane Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVDXLC	Blood 1,4-Dioxane Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVEALC	Blood Ethyl Acetate Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVEBLC	Blood Ethylbenzene Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVECLC	Blood Chloroethane Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVEELC	Blood Diethyl Ether Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVFNLC	Blood Furan Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVFTLC	Blood aaa-Trifluorotoluene Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVHTLC	Blood Tetrahydrofuran Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVIBLC	Blood Isobutyronitrile Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVIPLC	Blood Isopropylbenzene Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVMCLC	Blood Methylene Chloride Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVMELC	Blood Methyl-tert-butyl ether (MTBE) Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVMPLC	Blood Methylcyclopentane Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVNBLC	Blood Nitrobenzene Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVOXLC	Blood o-Xylene Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVTCLC	Blood Trichloroethene Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVTELC	Blood 1,1,1-Trichloroethane Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVTOLC	Blood Toluene Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVTPLC	Blood 1,2,3-Trichloropropane Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVVBLC	Blood Vinyl Bromide Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVXYLC	Blood m-/p-Xylene Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBDVZBLC	Blood Benzonitrile Comment Code	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBX2DF	Blood 2,5-Dimethylfuran (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBX4CE	Blood 1,1,1,2-Tetrachloroethane (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXV06	Blood Hexane (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXV07N	Blood Heptane (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXV08N	Blood Octane (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXV1D	Blood 1,2-Dichlorobenzene (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXV2A	Blood 1,2-Dichloroethane (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXV3B	Blood 1,3-Dichlorobenzene (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXV4C	Blood Tetrachloroethene (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVBF	Blood Bromoform (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVBM	Blood Bromodichloromethane (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVBZ	Blood Benzene (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVBZN	Blood Benzonitrile (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVC6	Blood Cyclohexane (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVCB	Blood Chlorobenzene (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVCF	Blood Chloroform (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVCM	Blood Dibromochloromethane (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVCT	Blood Carbon Tetrachloride (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVDB	Blood 1,4-Dichlorobenzene (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVDE	Blood 1,2-Dibromoethane (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVDEE	Blood Diethyl Ether (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVDX	Blood 1,4-Dioxane (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVEA	Blood Ethyl Acetate (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVEB	Blood Ethylbenzene (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVEC	Blood Chloroethane (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVFN	Blood Furan (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVIBN	Blood Isobutyronitrile (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVIPB	Blood Isopropylbenzene (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVMC	Blood Methylene Chloride (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVMCP	Blood Methylcyclopentane (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVME	Blood Methyl-tert-butyl ether (MTBE) (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVNB	Blood Nitrobenzene (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVOX	Blood o-Xylene (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVTC	Blood Trichloroethene (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVTE	Blood 1,1,1-Trichloroethane (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVTFT	Blood aaa-Trifluorotoluene (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVTHF	Blood Tetrahydrofuran (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVTO	Blood Toluene (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVTP	Blood 1,2,3-Trichloropropane (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVVB	Blood Vinyl Bromide (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBXVXY	Blood m-/p-Xylene (ng/mL)	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
SEQN	Respondent sequence number.	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
WTSVOC2Y	VOC Subsample Weight	VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood	2015	2016	Laboratory	None
LBD2DFLC	Blood 2,5-Dimethylfuran Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBD4CELC	Blood 1,1,1,2-Tetrachloroethane Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDV06LC	Blood Hexane Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDV07LC	Blood Heptane Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDV08LC	Blood Octane Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDV1DLC	Blood 1,2-Dichlorobenzene Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDV2ALC	Blood 1,2-Dichloroethane Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDV3BLC	Blood 1,3-Dichlorobenzene Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDV4CLC	Blood Tetrachloroethene Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVBFLC	Blood Bromoform Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVBMLC	Blood Bromodichloromethane Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVBZLC	Blood Benzene Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVC6LC	Blood Cyclohexane Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVCBLC	Blood Chlorobenzene Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVCFLC	Blood Chloroform Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVCMLC	Blood Dibromochloromethane Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVCTLC	Blood Carbon Tetrachloride Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVDBLC	Blood 1,4-Dichlorobenzene Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVDELC	Blood 1,2-Dibromoethane Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVDXLC	Blood 1,4-Dioxane Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVEALC	Blood Ethyl Acetate Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVEBLC	Blood Ethylbenzene Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVECLC	Blood Chloroethane Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVEELC	Blood Diethyl Ether Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVFNLC	Blood Furan Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVFTLC	Blood aaa -Trifluorotoluene Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVHTLC	Blood Tetrahydrofuran Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVIBLC	Blood Isobutyronitrile Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVIPLC	Blood Isopropylbenzene Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVMCLC	Blood Methylene Chloride Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVMELC	Blood Methyl-tert-butyl ether (MTBE) Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVMPLC	Blood Methylcyclopentane Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVNBLC	Blood Nitrobenzene Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVOXLC	Blood o-Xylene Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVTCLC	Blood Trichloroethene Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVTELC	Blood 1,1,1-Trichloroethane Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVTOLC	Blood Toluene Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVTPLC	Blood 1,2,3-Trichloropropane Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVVBLC	Blood Vinyl Bromide Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVXYLC	Blood m-/p-Xylene Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBDVZBLC	Blood Benzonitrile Comment Code	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBX2DF	Blood 2,5-Dimethylfuran (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBX4CE	Blood 1,1,1,2-Tetrachloroethane (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXV06	Blood Hexane (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXV07N	Blood Heptane (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXV08N	Blood Octane (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXV1D	Blood 1,2-Dichlorobenzene (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXV2A	Blood 1,2-Dichloroethane (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXV3B	Blood 1,3-Dichlorobenzene (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXV4C	Blood Tetrachloroethene (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVBF	Blood Bromoform (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVBM	Blood Bromodichloromethane (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVBZ	Blood Benzene (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVBZN	Blood Benzonitrile (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVC6	Blood Cyclohexane (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVCB	Blood Chlorobenzene (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVCF	Blood Chloroform (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVCM	Blood Dibromochloromethane (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVCT	Blood Carbon Tetrachloride (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVDB	Blood 1,4-Dichlorobenzene (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVDE	Blood 1,2-Dibromoethane (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVDEE	Blood Diethyl Ether (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVDX	Blood 1,4-Dioxane (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVEA	Blood Ethyl Acetate (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVEB	Blood Ethylbenzene (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVEC	Blood Chloroethane (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVFN	Blood Furan (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVIBN	Blood Isobutyronitrile (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVIPB	Blood Isopropylbenzene (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
